fid,username,score,wallet,eligible,reason
"424033","theodore1098","0.97","0x1faa68e5e78427d042bf5cafaa2fe79ef120e531","true","eligible"
"3317301","bluecheckpr1153","0.19","","false","score_below_min"
"3316843","fighterpro4416","0.22","","false","score_below_min"
"3317353","substackkin4550","0.18","","false","score_below_min"
"1746265","mdjibon1300","0","0x2adbabe9d9a7ff5bcfccbef2746046fc972784af","false","score_below_min"
"3317323","efficiencyk1411","0.18","","false","score_below_min"
"1065896","resma","0.26","0x8f34b0523845b2b1dde4462032853b51c7ffc255","false","score_below_min"
"1056965","hamzaa14","0.2","0x2b56fd8a9bc7edef5a5740de755479c3c1f085d9","false","score_below_min"
"1148877","kanhaiya","0.07","0xe038f19756ad541e2419bc92cc58234566cef589","false","score_below_min"
"1306193","sobujkhan","0.11","0x82f4724362c3f22c6990721321fbd9eb6c1183c3","false","score_below_min"
"981989","abzeeno","0.31","0x2077d7a46eb39654bc595ad36cb7893b34b6472b","false","score_below_min"
"1456067","0xnutt","0.17","0x8db1696d7409c436b1406d8bd54e0d30228513a5","false","score_below_min"
"1021820","bhat","0.28","0x0bd11be8e6578b570eae5136fa630a9e9298e913","false","score_below_min"
"546998","shahin570","0.47","0x0a12e7652970aa24ae41036aaafe0267e521cda8","false","score_below_min"
"3326171","sakiburrahman02","0.15","0x9d0c51086c1f4b32157c8ef7cd2a7f73983b9ce7","false","score_below_min"
"262347","aaizlamz7","0.43","0xe0b37817f0a1c47fe019ca98e8e8bf631859b1d5","false","score_below_min"
"1539055","skd-tushar1994","0.23","0xa2027766e6e93b950168c400797b3603af1070d7","false","score_below_min"
"1454961","azamji","0","0x71e0180e73fd5a16eb3de82a63897ff408b85f53","false","score_below_min"
"507505","alamin529","0.75","0xc64c699514e74451a627cce93d45dc2e8f3a7793","true","eligible"
"3326543","fjlabs","0.43","0x99be121842518e85776d9083a62bccb0dfadad59","false","score_below_min"
"248853","ostramus","0.24","0x731078e8a243ca563caf4b5749736df3de2f1eb2","false","score_below_min"
"3317372","recoveryphr6247","0.18","","false","score_below_min"
"3317379","networkingp9626","0.14","","false","score_below_min"
"328663","edyhoky87","0.76","0x784e87779f5ca2617df51b77020b0119f0986709","true","eligible"
"1102017","pezt","0.45","0x8ec1144d9deca513ef785f702e9169e314450ace","false","score_below_min"
"463939","zyel","0.83","0x481a2cafe7e0f685b42cfc9b557b28ac89e54445","true","eligible"
"259873","sohag10","0.52","0xe26bc475097dde089998696894229b0526a4d810","false","score_below_min"
"766078","cryptoozzi","0.31","0xa861baedefee15de90a4e6d19cab7f2a4852160f","false","score_below_min"
"304536","arenamiri","0.77","0xcb1d3203481dc82cc25f39de87729e0b2d6f26a8","true","eligible"
"1455330","jankara","0.12","0x93d32e8973c94e4b94714e8d810b8c42c8478b7f","false","score_below_min"
"301162","ambarcute","0.46","0xe5f410b89f38e5a28e03f1d20defa5ba5a5dbd34","false","score_below_min"
"2710330","savage11","0.37","0x153c2dac8d3dd6454c2fc071338de77d6dafcfd0","false","score_below_min"
"2072252","andrepratama","0.35","0xd0a7131af28d99b1fe667c2d96ccadce390f97bb","false","score_below_min"
"212942","nhattung99","0.57","0x4c562b4590a5c1e90bd4ac0d5c229492358db0eb","true","eligible"
"3322295","harish7","0.17","0x38acff3baf53221599c44449dffcae9a261fdb51","false","score_below_min"
"266892","president1","0.64","0x549c27e27f7f80af6f5b0ee991e09372ecb11020","true","eligible"
"256068","jarullyzard","0.4","0x56e739266d349154a99e7d64ca0d0132a53a97cc","false","score_below_min"
"15211","statuette","0.98","0x2f21f94e1e57543f4663b722b6b1bed97c576bd4","true","eligible"
"1358884","bilal5670","0.43","0xe8dbb3d4cce4a3fb77b88e61b8aeae90e531732f","false","score_below_min"
"254790","0xmonkey420","0.65","0x58af3cb6634d6918f52109edd18a8e3fed2816ba","true","eligible"
"881861","lambayung","0.22","0xc0b3bb4b04c5fd6fbcfa23eed01c2533a8a75cd6","false","score_below_min"
"1137935","arillfarcaster25","0.18","0xfa085d5b395e65c0b9542609c2299c00d31eb0aa","false","score_below_min"
"1429095","krish123","0.77","0x6d533cfa409d4a11cfb6bc2f55c7ef8327dd05cb","true","eligible"
"743946","walidsikder","0.63","0x493ef0d6986877282073cf90ee5654909ebc9d92","true","eligible"
"956065","mazbayu27","0.24","0xf7ff99d180a4bf262436d6aa1e3b65d7a82c1881","false","score_below_min"
"1377132","shafi35","0.82","0x38472a7467d1e3baf8370bf67943f0aa62a8464c","true","eligible"
"392305","andri45","0.67","0xe6e0de95f062fc9c013e130ca6760301c15a5745","true","eligible"
"265520","peopledrop","0.7","0xe96822932b960a4be3acd2f8e8864e2949c2b7a8","true","eligible"
"1069853","sansun","0.25","0xdb0e46bb5bd5b7fd7b8a9a775d1c14f6fdd4b317","false","score_below_min"
"1063716","yossshuaa","0.86","0x9bb9eaeab9bd829fe4dcae7860b85dd7639ac155","true","eligible"
"1600623","recurse-lis","0.42","0x5e7a50eeb27f41de5960f91a988f91353dc893e0","false","score_below_min"
"2473722","olee","0.47","0x829189b666411db81d03a230aeeef39d68abc2da","false","score_below_min"
"318567","spido","0.49","0x2ab510a65f131aad457fcf3af23563dd42f1d365","false","score_below_min"
"844278","ahmgun","0.11","0x33441d62ca58f51eae1f8f4cbdd545623cf4414d","false","score_below_min"
"193572","twitterx","0.55","0xc839a37bf964d5145526d1235f77f5f5bd92c7e8","false","score_below_min"
"247805","thebankplus","0.8","0x07042ce9513fe5e5aba283ac4f061adc663674f7","true","eligible"
"1049461","ucho","0.74","0x772bff46b19ee1ee1598e7f02b28e4de69aac2bb","true","eligible"
"1013049","mizages","0.57","0x2583e6fb97ac8c2366d496924e916569afcf9373","true","eligible"
"544935","joyboy12","0.27","0xec8155972683fd446e2c5e5edf2c2063e44b2a9e","false","score_below_min"
"259514","mohsinbnb","0.69","0x3b8a5303b832756fe7277129a23d61ae119268e6","true","eligible"
"805308","st4rdust23","0.05","0x593c7aac9d52907b953cef83034bf2f2e692bd22","false","score_below_min"
"565654","antojiwex","0.22","0xeec8d74c9955b13168b3c23153476bd0983e3a15","false","score_below_min"
"1006671","mirabe","0.58","0x685c8adbf1792d775001709cdcdf1e4fa4f1c28f","true","eligible"
"526579","sunkanmi","0.59","0x321390fdc0e17ba0d621e70ed3999244361f25c0","true","eligible"
"277296","himmamari","0.86","0x7597a500be81d983f51a81651a86403c5ab413ce","true","eligible"
"1107123","rubayatasnim5","0.62","0x830dca803bc5e60ec85d471a50868fa19656b18d","true","eligible"
"891546","mrzayya","0.05","0x69205d5217db74714a7bb7c7495a296ac1d1a09f","false","score_below_min"
"2145252","el0smxk","0.37","0x8b8a0676d1667d271b6cd2027cba54ebe677a78e","false","score_below_min"
"332249","runner","0.79","0x6db6ff6a8e948745bd5e8b2f29d6954933e64152","true","eligible"
"208744","25thhour.eth","0.78","0xed56965b8e3963b1c380de31af27783927c10a82","true","eligible"
"1143909","muntahaqueen","0.54","0x77001d1c26c9bc4d27163078ad6e688f2e1539a2","false","score_below_min"
"1051203","amamr777","0.2","0xff83b00e1a8707d4831305524cdc13ff12ddf1b2","false","score_below_min"
"2298718","keiichi","0.1","0xa769c6d0cbb184ef1047aa44ce50f5325a50d045","false","score_below_min"
"1108383","boofincaps","0.6","0xbc75f2f911beb70558a90dd8e9461032855207da","true","eligible"
"1477579","pare","0.7","0xd1ab146981d50adcfe18433500e852af396ea7b1","true","eligible"
"875956","muhammadareeb","0.56","0xcf6bf5d0e164a6f9707018f3a0295463ef19f9dd","true","eligible"
"867747","erixink.eth","0.26","0xb82e2d7a5e5f0a38e5f426260fe163959961cd1f","false","score_below_min"
"234228","niteowl","0.5","0xdaa391475a64e174aa092dae33d5157fee834a4c","false","score_below_min"
"2519190","powerrangersge","0.41","0x1d23367582fe6f6c74aa8fb7c1227ca18c7c42b3","false","score_below_min"
"2505116","sherripro","0.47","0xb58f7aff21abe5bda3267ce833b2537a520f8225","false","score_below_min"
"250822","putraskayz","0.62","0x8b75a74ed5e314906bd7dde7724ce86082f96326","true","eligible"
"1408232","solkiller90","0.37","0x95b453109d81fadc9369502ffb92fa49d4d51aea","false","score_below_min"
"249806","iiz","0.83","0x0000000d9e7ac498cd37e8b17f88ac3669c411d7","true","eligible"
"439195","0x1x","0.82","0xe1fdda3d1e58149dcfbbef8ad1bbd1fe68abdc48","true","eligible"
"332286","arabic","0.8","0x488c9332a090e74a39dc050034bdab91c32a41fe","true","eligible"
"313400","baqi","0.68","0x1e13c2060f8c1fcb2de809adc551bc833987f8ba","true","eligible"
"1148319","jepecuans","0.17","0x78e0e89bade1ffed9c66067121ab444e64d48819","false","score_below_min"
"3324846","hmdxyz","0.06","0xfb137c5812c07df2db7ba58681026d6672344b05","false","score_below_min"
"370259","baycclark.eth","0.84","0x00c7ecc4187f239e09d4cfea5abe6d3c18f923bc","true","eligible"
"505214","jarif","0.63","0xbe836d671c9f7c9b98c2cb1f40ac8d21822300a4","true","eligible"
"1099382","ch1m3z13","0.56","0xcba17379c3bb0e12f103a6b93f5e5067e26050bb","true","eligible"
"1441146","netlove","0.03","0x6ec22e6f52b0c5f3c251e76977d65a7e776aa4db","false","score_below_min"
"247655","0xkimpada","0.78","0xbacdbd36fef7266cd41e31a1a10af48c47de3b09","true","eligible"
"1066841","sujon155","0.17","0xf521d19b9c4fb6a160f14472e0e6f8bc60178cf9","false","score_below_min"
"1298189","sarminakter","0.25","0x389eb9112024303c266c3001a5ead2e0abcd4d7c","false","score_below_min"
"1424562","parez","0.25","0xba1d0fb58bf60e23579f1e07436bff0bab92b674","false","score_below_min"
"257381","zkboys","0.48","0xe746fcd5fea4d00d8652681a76c25a29f7d32a12","false","score_below_min"
"1667823","neha-khan","0.57","0xca45bd9943bf6488f9b4f76bcc7a86f40b75908f","true","eligible"
"1166395","puja007","0.41","0xb8e0abf34d21b8338440ca5cfeb13e9f362d565d","false","score_below_min"
"1166188","neha007","0.93","0x4aba84482b4b7462eff56cf5ef785ac92457429e","true","eligible"
"331388","education","0.8","0x94b7773e088bc3240ebcb9822e5f1e60720f5d4d","true","eligible"
"320802","newera","0.82","0xeecf05f81a30d12a57f8adb7a0dee7156517be4c","true","eligible"
"1095510","antokundu007","0.94","0x7c45c2247873ef1e91d6137fd787d8d0e6340801","true","eligible"
"322673","rontukundu90","0.72","0x9d5ffe8a5298826c49fbd8d60f47e96dd4764860","true","eligible"
"445000","tonyrich.eth","0.83","0xbd97296d6ba14382d861208ee8ff928f74da4ec3","true","eligible"
"255479","watcher1001","0.75","0xde6a382888bb122be6dbf73d96ae2d640bf250a0","true","eligible"
"509017","rashedur","0.78","0x2f7dfe66d76f067a30c89df7ac6e8afb35de12af","true","eligible"
"448905","majidjeelani","0.95","0xa537bfe81c2f91d4fd00520e1179ce6cab38921a","true","eligible"
"259637","gombret","0.57","0xb39e150c0000d902e5aa8e7cfc2c36485a0292d3","true","eligible"
"251849","neozyx","0.58","0x48a61457f8d2962503a771d62668e9512244e9d6","true","eligible"
"259597","aldirus","0.93","0x76b9d2f5bf9b1661f135c230f3bc7843ada11bc7","true","eligible"
"1799781","henry12345.base.eth","0.43","","false","score_below_min"
"450803","whan009","0.3","0xe92ee708fff3a472848055a4ff556c7269eaae71","false","score_below_min"
"350074","maycky","0.84","0xbc614efc6229fcf8ad50e0f1a9d1345d438eea48","true","eligible"
"530004","metaversse","0.27","0x66e1840a664a0392387492968833e53b8915759c","false","score_below_min"
"1356438","aishy90.eth","0.57","0xf774f9098da57fd6af93cde8f47eda540ed29bb6","true","eligible"
"1016707","levento","0.8","0x87075d3527ddbe8ef5f9dd74a9db4e1ef40da557","true","eligible"
"296050","jt-longo","0.69","0x68288a41b4ba864503860fc33648d787a5c34790","true","eligible"
"1009586","shanny89","0.24","0xc08ff660b3fb19826afe6b808f76b372e0b83f99","false","score_below_min"
"330751","kylabisca","0.55","0x0bea16b7a5e993aaf3b3a51653bf7dd1c0165408","false","score_below_min"
"514366","block1337.eth","0.99","0xfd4c6c370bfa54d6cce1b6585a6cfd74bf06f4ac","true","eligible"
"315768","erinaa.eth","0.97","0x5112e655741d56a66267918340be0fad01ce7aca","true","eligible"
"262656","mhtawsif","0.77","0xfb0922c1f7fde260290ce50cb3b89c5ff50a1c80","true","eligible"
"1023830","mizanur837","0.88","0x2f1189e40e7996701031c9fc97b1709fe7540a15","true","eligible"
"2426353","saifulxyz.base.eth","0.53","","false","score_below_min"
"1073560","mksigyt","0.9","0x8f14d1fae1d6d81a3d9dd649121016eb63a18b09","true","eligible"
"1103325","tuminccc","0.23","0xccb8b8d91cc27a82ade1cb8f1bac034758e5098e","false","score_below_min"
"459422","whalle89","0.63","0x7a03d1264508d402e78aaadf02732cb999513a1e","true","eligible"
"281893","buckypaper.eth","0.97","0xd94f2074bc092452ca52ee8c4d2f0adf41dfe768","true","eligible"
"298610","flammingod","0.44","0x31ad74081f5463658c7513bba02c555599fdda17","false","score_below_min"
"282835","yxmickalla","0.48","0x325eed36b79029de823cf0df4fe13abda430bddc","false","score_below_min"
"671554","krtashin.eth","0.95","0x8f54cb6f55e3b524d80a6833a32843049281984f","true","eligible"
"351313","rajon","0.46","0x8d3e9fb435c595ecef1d18a12d39be139a81ca08","false","score_below_min"
"299030","hich","0.72","0x9984853452d60f5acb832e5120c3debcafe43458","true","eligible"
"685089","forgottenone.eth","0.98","0xa427acc90683f439eb980f5f1c157f29faab05f1","true","eligible"
"1376434","anika08","0.24","0x96be731d7ce5af75abedc7e7847dea8f1a8cda00","false","score_below_min"
"294658","sagorsakib.eth","0.79","0x303309811eb860e9725612a3a16823dab869fd3d","true","eligible"
"647182","bella007","0.59","0xa647b5a43cba30cd95032b97f5abe7a16f2e1e64","true","eligible"
"1066943","realmonnaf","0.63","0xb3b7501da2620ea2c8b310f36fdb82b253ce39d0","true","eligible"
"253418","najidsalman","0.85","0x5ab98795159195094c98b79ef78659dd47adb2ea","true","eligible"
"263160","eth08","0.46","0x25421d12ee2d807c72b786e46ce4ce1d9463e293","false","score_below_min"
"1081330","niwram691","0.43","0xc46503984394844569d03870dfa880b7c46c6087","false","score_below_min"
"316225","nt3","0.46","0x5b2d2222a528a952d6b9900b9c7859e33bfe5687","false","score_below_min"
"400645","georgeagbe","0.71","0xffdd2f83555c64d1caa17f5646c08b80013ed38b","true","eligible"
"291302","ajrony","0.92","0x897dd68ac9cf2ba259dc1eebb95c4c3278c089df","true","eligible"
"474644","abeg007.eth","0.91","0x3c39f4b90935c4a5c7dc2c8f1ecb6c2065a54f8b","true","eligible"
"1116896","dyahayuneer","0.75","0xd2f5d007e1f3695098af99a985e97cbe7149fd2b","true","eligible"
"476026","tops87sqweezz.base.eth","0.76","0x3fa68a4952b2439c636b0340a1296a46fa25d99c","true","eligible"
"1149231","rasyid.eth","0.57","0xb8ab5ee50a5d29b30f52ec45527b94ce971f51b3","true","eligible"
"344658","darwan87","0.23","0xfa9075796ff415cd7de39a39da84e79661e63ec3","false","score_below_min"
"251364","beniaditya","0.46","0x8427acc5fc277c5242aae44061c583080d2e735d","false","score_below_min"
"1989403","galvez","0.45","0xa58bf14f1206e7065abcc5be5102e3cf6b5de4d6","false","score_below_min"
"535036","shamimarshad","0.87","0x59766e72bf27f6944c5ad36c04c360c0e6f23ead","true","eligible"
"297317","kangdye","0.51","0xad705fcb731e4b99e57fb89af9f857f34bf1fb42","false","score_below_min"
"1073251","dipedas","0.56","0xa5431bcf6c766e6bba4ef21549e8186f97471017","true","eligible"
"1358418","syasya77","0.15","0x171edce0e91f41f667201f3083d8b63d7f277ae7","false","score_below_min"
"485585","raj108x.eth","0.97","0x65cc65ef988865233e836dc3bb4e05b69da5a2f4","true","eligible"
"531601","0xvalse","0.61","0x8569b45d8f4193b0acaabcebeb626500ad150595","true","eligible"
"498929","jasmine24","0.68","0xb22c4a53949dc8a0861ff5ef486e3f58dfbdfd33","true","eligible"
"255100","ghadeer22","0.52","0xaf6ce8eb36f9a06f43cde3b721f4e2b11ec40786","false","score_below_min"
"306577","cryptking","0.55","0xa66bc54e822b6b429cf5b573f8b75ca172a3da9a","false","score_below_min"
"1059035","madco","0.86","0xf801ae2a8eb12b1b141970e31a43c2f34e85367d","true","eligible"
"937300","telekq","0.68","0x78972afaeebc9d85fb0e134d233058e13e14ea4a","true","eligible"
"407004","ross23","0.62","0x04d393ef7143c0d7c92569f19d54e2335dde559b","true","eligible"
"363666","uwuw","0.75","0x6b1e8f0de319f0f827da44d7c0b89c401512ba49","true","eligible"
"420612","breath","0.86","0x5fc0d98edcc48a0d3b4d974c6af607a4b9f5e054","true","eligible"
"2853311","sabbirhossenpk","0.34","0x7b0f6643b9e2bcfea2b0d3c6689e8ce534bf7595","false","score_below_min"
"1062552","may93","0.36","0x16519f4acd5f7cf7f7d30d60126648c79b3b0e09","false","score_below_min"
"1073262","ikbalaspar93","0.24","0x12cde71608b58c1012b42086e3ab64567a812283","false","score_below_min"
"613116","soempit","0.83","0x964079d5e8fb1fdbf1878c2485ee373f7f677dcd","true","eligible"
"1123158","blownshades","0.78","0x6949b7ee38d4cbb5224bb8d7083210d390c0d449","true","eligible"
"327034","xlock","0.53","0x04f2347a32e5ae9f5c1f1f03998255385f05b028","false","score_below_min"
"433345","seyhmuscan","0.12","0x8de04d816286763fa4c5427fc1a446427100fbee","false","score_below_min"
"282926","snrcaptain","0.77","0x4188f043852c6fef692d99b7cc594f71be2f848d","true","eligible"
"376945","marufm05","0.71","0xaf020afb3fe94f3a1068f742a05070718c42019f","true","eligible"
"429610","dtr","0.51","0x513f3fc19470462bd133a0ae1d0f80de13511fe3","false","score_below_min"
"1103112","simo34","0.83","0x9ce282682e75bd511825eafc979277b0dd3ee548","true","eligible"
"308764","ceciliaeth","0.69","0xb8f73b269567dec47ceafe54749d17484941856a","true","eligible"
"481208","abid123","0.52","0x4402f62030e2bf43fc993d29dc4a32f01a56076e","false","score_below_min"
"255185","kakzob77","0.69","0x32479e95df7d5073db8a4b7d48554548a2bb173e","true","eligible"
"970045","kaito09","0.58","0x3d1c5de3f221331d4020772c176c59e8267b708d","true","eligible"
"1107112","asifsalman","0.65","0xf6382c1f83993ddf6394716f488c98c8ef599352","true","eligible"
"518127","hunainashiekh","0.75","0xe2da8c83a4a36c8076a9b0860392dacc921027f3","true","eligible"
"513276","aimanfatima","0.74","0x04bcbd69b9981414fa6d2ba449930b13781aef3a","true","eligible"
"1553365","adinkdonk663","0.19","0x5167f67f9c1f31c1f199f7d035c9eebffd3027b9","false","score_below_min"
"1933862","atomicfil","0.43","0x387c5a90a4f38bb317e532821899374cd383f401","false","score_below_min"
"777804","deepu552000","0.45","0xf2a41683706f3e5a77dcd8a3a5e532aa26d0b159","false","score_below_min"
"514113","eliasvm","0.98","0x3588009adf58eb7f0953d2b5707254034cc0b96e","true","eligible"
"1404672","sarnasarna","0.55","0x4c7ff284025410d4f78f3ebc79727ec6fba1318a","false","score_below_min"
"1062506","jambalw1","0.61","0xcee6c8319a01fce846d6ff6d131b42cc737b5193","true","eligible"
"258330","deo","0.59","0xc7411bf95bb8cef41fd7ade87cf6623681f9bbd1","true","eligible"
"1495622","jemickeys.eth","0.61","0xe09f439743b0de26de50552b4c8d5f14dd1d647b","true","eligible"
"449748","turjoy85","0.98","0xdb67fa906f5c206c77fdace8a44bd61dd6b05d96","true","eligible"
"22731","88bet","0.64","0x946957ec2e910621cb13cb4781a067e64d7c22b1","true","eligible"
"1117360","shifat007","0.71","0xae535defa59c3233d93167952f3c71da37159fc0","true","eligible"
"1067873","encryptedogo.eth","0.9","0x31738aa26d6021615ade11a09accf04dd6c93acb","true","eligible"
"526605","dicopoenya","0.09","0x834bf5a319fea5e25c92055919168a120ab693cf","false","score_below_min"
"511323","8992","0.63","0x863cbf53e8ad05b45d657ed5921e2b0bf84a08d8","true","eligible"
"1173963","moses112","0.6","0x8d938bff8917d2b2b91e46300d58da8838048b8b","true","eligible"
"877801","alfatihbosmwa","0.12","0xe77140f387cbbf1002da620a1ca32e9a5dea72c8","false","score_below_min"
"3311994","betrspace","0.51","0x2373ce678386def570be023c29c025824001d537","false","score_below_min"
"252329","elrufaee","0.92","0xa0a1a3e397f222cfcc9c7a4ff09d1204523902c4","true","eligible"
"846343","pilkesh","0.84","0x7285be537839148cdd2fd625cdc28f8e9b1392f8","true","eligible"
"439768","seizee","0.59","0x2809892c26403b41e43f4fc37398b04ee230aace","true","eligible"
"403450","dexwhale","0.9","0x61b41947d9105c174dad4548537c58a2cef6c8fa","true","eligible"
"1060895","xrayz","0.48","0xd0680d6d88abc65ee3a35cfbd966847c52515272","false","score_below_min"
"230272","btcop.eth","0.96","0x25d89ad88ea0eb0d70727827d50a3f202dfcd5f8","true","eligible"
"1478566","miki978463","0.11","0x3f7cb307283a1437f18108db1e3641b847cecd06","false","score_below_min"
"1075583","aryavia","0.63","0x2873f5f50a48d2656333376e4c06f5fe34846100","true","eligible"
"1108866","nadim840","0.15","0x9dfdb77f937bb1435a08835e6c536300d0e4ca59","false","score_below_min"
"250916","muchreza","0.84","0xa66a2e021da8d00dc6e6146e948cca976b7e4c7e","true","eligible"
"417714","tanin","0.72","0x254b55625f4209ee606641daf02d20725f594b57","true","eligible"
"801019","dathito","0.75","0x541422acf8dcd32dd00d3b3c879c28f942f2e76d","true","eligible"
"277673","endangsutrisno","0.58","0x6e7f46a718e22b9acba3ab749621987e4c5b9fc4","true","eligible"
"875499","muhammadalii","0.86","0xb22f8baa90381fc3a93ff1e291b1d750aeeed09b","true","eligible"
"732194","nooriya","0.92","0x6a372e7973a2cca625525573ac9d747912a9eded","true","eligible"
"238032","5050","0.92","0xf980bb10341b80b11e5f774a8e2495f38783b75a","true","eligible"
"384418","qisiebensoul2049","0.79","0xe28dc742f9ea962c03806306a3a020f7e53fda85","true","eligible"
"22415","mobox","0.45","0x644e6b25215de3804b6cba5afca9621155cec781","false","score_below_min"
"1335938","yasir0","0.5","0xc3605a8bd1805a6f5fe223c673c201a915d78c4b","false","score_below_min"
"236578","pepenn212","0.58","0x07c8687758d8a45bbfdab0c818a2767a08b8d5cc","true","eligible"
"1016917","spartaneck","0.78","0x0d2d879aff7dd97118a1144de436755b794e7ae3","true","eligible"
"460666","homaamini","0.99","0x58cb89c8bbab3ff6b025fc140979cae5da7a53dd","true","eligible"
"11782","jalleo","0.97","0xe47ed204b63adfb80c90082c088fc2a430f9a558","true","eligible"
"1071281","spidbn","0.64","0x94f3fcb5bf201612f7211bbfeee3b6e52d364479","true","eligible"
"950794","seftasilo","0.7","0xc622e93742bd12e43f8e3755403e779e95038c6b","true","eligible"
"489158","asifbodla","0.89","0xbe7e4d2698ab6a3fb720778d717d13d28197d74b","true","eligible"
"475250","atakgoo.eth","0.78","0xe98d7cb560e347d418ef206682c4ba659acf78b2","true","eligible"
"859032","aliyaindah","0.84","0x0c09feb8bda18addcf196361ebedefb498381b35","true","eligible"
"3317337","zksyncpro7837","0.23","","false","score_below_min"
"1071216","fattylazyboy","0.74","0x31b25607fb6f0d358b72bc11ca9a0350c8bdebc5","true","eligible"
"1051182","sianidamir","0.87","0x6b5ca4508ebb2f3c87d3a17298d21a9345103fd9","true","eligible"
"1050713","littleanjel","0.83","0x244b02436dc6e319e469924c60a710cf8d36ae53","true","eligible"
"1070750","aryanjahed","0.65","0x44303fcc2f2e2017c5e946c6cabead849c9a66d3","true","eligible"
"514476","yeqiu","0.16","0x8fa4bc8dec1c2e1456b6c95c560ae6e00e9808a1","false","score_below_min"
"1131909","0xjoshlito","0.81","0x92f2334d75fceb0338ee088038277a7061220a22","true","eligible"
"649360","namrufretep","0.97","0x69d77152842eff2642af99cde5b8513e7c77b1b3","true","eligible"
"1538246","crazybowbot","0.66","0x3e68aed94c80ea7822082a0ed9201e77f006f13f","true","eligible"
"242482","redwine","0.64","0x308e665ef7f9801387032c7fcd0c757460fedb3c","true","eligible"
"1371320","thefundamentals","0.72","0x78405b81a20d66ec0cc1228a81117585247d01eb","true","eligible"
"1020531","kexius","0.78","0xbf2d4e930b360bf7156c2636b98380dc92128647","true","eligible"
"419545","eli-web3","0.75","0x81792d30df85f2b49610575a6702f33a31394963","true","eligible"
"18561","ezincrypto","0.96","0xfab9a3d37999e12252b47468d2ffd4be15936012","true","eligible"
"3317344","venturecapi2931","0.18","","false","score_below_min"
"3323829","0xabdul1","0.39","0xdeabb07391990087518706eb22b1e1555ea47ac6","false","score_below_min"
"516682","ah7","0.2","0x0f301fb51198a279a21c0f9c02a0c737b01651a4","false","score_below_min"
"24204","ozengk.eth","0.78","0x943962699b2f223848fbd996d8be3fdd98117699","true","eligible"
"19711","mary8992","0.75","0xa656b3b6ad67d96b1a2032b129185288ea3d7fe1","true","eligible"
"516857","zeeshanali1","0.77","0xee4ba036d4a20f016264efafe60a4701692b4231","true","eligible"
"1118216","dimasraes","0.08","0x7195a845c5a694093de6f89ea67fe35a6112d947","false","score_below_min"
"286720","destrate","0.34","0x195774cab1c3719e1308fc5806ac041f0e432023","false","score_below_min"
"1370925","rmrakib","0.15","0xe640c090179fffabaf82c858e278408414c8f879","false","score_below_min"
"2769057","!2769057","0.56","","false","no_verified_eth"
"1007637","phuongvu07.base.eth","0.55","0x8744d22532c4a34605e30282a7c3ca095ac39830","false","score_below_min"
"1094494","73881389","0.46","0xa0843354cfdcdf48d7069bd6ee5f8ea8039436a8","false","score_below_min"
"593681","mdnahid123","0.11","0xabcf1076ca6f5a2bd4efcf0a8a262c84ca4cbbe0","false","score_below_min"
"3317316","privatekeyg2453","0.24","","false","score_below_min"
"780380","cyhutee","0.03","0x3ca7cd410606068f6fecce70a8ce65ada908dff1","false","score_below_min"
"1135333","antor240","0.28","0xc810b5bbf423afb9258922436f99b27af759288f","false","score_below_min"
"892158","rabbi0015","0.36","0x149dcf3e863842d4efc0adc8f3d54e8e385d2071","false","score_below_min"
"1268211","farmfiguru","0.33","0x474d464af37d9c6d689bc52e1543c20f105005e4","false","score_below_min"
"3317354","transaction8195","0.24","","false","score_below_min"
"2607614","wendy-o","0.85","0xf2d640a4d83a8a7ecf72e4976ecc21d19ace179a","true","eligible"
"1173446","kafrisco","0.05","0x80a33fce27b2c8f34abc82410528eebe55174f74","false","score_below_min"
"3317358","codereviewe5163","0.19","","false","score_below_min"
"3322231","perpdexevryday","0.27","0x244fd31adb1dee3a7a1b198762e78d4ec6f5e3fa","false","score_below_min"
"3321248","chandchawla","0.15","0x75b01a176f801630e95ecb22daf0da5500c3f432","false","score_below_min"
"1713939","vitebsk.base.eth","0.56","","false","no_verified_eth"
"226936","phk09","0.26","0x808de93601636f6a6d872a6378be58d42ba53deb","false","score_below_min"
"3317383","blackhatguy7011","0.22","","false","score_below_min"
"1441449","flowerchakma","0.25","0xcd7e629f610993ed9c212a799d898e6ebc4a43e3","false","score_below_min"
"1461111","abdalmajeed","0.02","0x8f3093938cd135250a04747b2d307fb5961d6641","false","score_below_min"
"3316949","communicato8314","0.22","","false","score_below_min"
"3317368","devnetguy4171","0.24","","false","score_below_min"
"1428448","shedopumping","0.61","0xa3c110219bcca3f278f7850a0591072d9da77540","true","eligible"
"1042635","ibrahimjibril","0.22","0x360cb8df4345e8d1039db1f7a3a81facff27643a","false","score_below_min"
"1560679","hernandezhillsar","0.42","0x4073cb79189df0ff5c055cebb0d8bc699544eab8","false","score_below_min"
"2377965","coexist","0.37","0x45eebc6ac8b06aaa5b874a585c8b236310eddb88","false","score_below_min"
"431892","saad-sy","0.29","0x216173a6340a2e0df3a2ac5e0d27467cecd41495","false","score_below_min"
"3316749","chessmaster3582","0.17","","false","score_below_min"
"1211064","ridwanridus","0.16","0x406ad15aa4ee7a79c834e265da4bd26c49abbdf8","false","score_below_min"
"3316811","snowboarder1404","0.17","","false","score_below_min"
